Suburb,Address,Rooms,Type,Price,SellerG,Date,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Malvern East,78 Emo Rd,4,h,2355K,Marshall,3/12/16,3145,4,2,3,0,223,1915,Stonnington,-37.8755,145.0523,Southern Metropolitan,8801
Footscray,1 Swallow La,3,u,605K,Rendina,3/6/17,3011,3,1,2,4096,,,Maribyrnong,-37.8021,144.9075,Western Metropolitan,7570
Templestowe Lower,20 Airds Rd,4,h,1745K,RT,26/08/2017,3107,4,2,2,741,,,,-37.75843,145.10888,Eastern Metropolitan,5420
Kew,7/1245 Burke Rd,2,u,562500,Reach,3/12/16,3101,2,2,1,0,,,Boroondara,-37.8099,145.0606,Southern Metropolitan,10331
Camberwell,4/2 Callanish Rd,2,u,729K,Noel,3/12/16,3124,2,1,1,137,87,1970,Boroondara,-37.8459,145.088,Southern Metropolitan,8920
Eaglemont,61 Glenard Dr,4,h,2050K,Miles,15/10/2016,3084,4,3,2,723,290,1950,Banyule,-37.7615,145.0705,Eastern Metropolitan,1651
Kew,37 Wellington St,4,h,4000K,Marshall,19/08/2017,3101,4,2,3,792,,,,-37.80926,145.0331,Southern Metropolitan,10331
Nunawading,9 Patterson St,3,h,1218K,Ray,19/08/2017,3131,3,1,1,757,125,1953,,-37.82568,145.16752,Eastern Metropolitan,4973
Derrimut,61 Windsor Bvd,4,h,860K,Stockdale,15/07/2017,3030,4,2,2,663,,,Brimbank,-37.79215,144.76285,Western Metropolitan,2276
Coburg,2/58 Moore St,3,t,865K,Nelson,7/11/16,3058,3,2,2,263,,2008,Moreland,-37.7546,144.9713,Northern Metropolitan,11204
Reservoir,83 Whitelaw St,2,h,852K,Love,6/5/17,3073,2,1,2,705,,,Darebin,-37.712,145.0205,Northern Metropolitan,21650
East Melbourne,7 Webb La,2,t,1350K,Caine,17/06/2017,3002,2,2,1,87,115,2005,Melbourne,-37.81803,144.9892,Northern Metropolitan,3040
Parkville,84 Story St,4,h,2375K,Red,19/11/2016,3052,4,2,2,182,,,Melbourne,-37.7965,144.9544,Northern Metropolitan,2309
Berwick,5 Gretel Pl,3,h,690K,Harcourts,24/06/2017,3806,3,2,2,703,153,1980,Casey,-38.03062,145.35951,Eastern Victoria,17093
Coburg,191 Ohea St,4,h,905K,LITTLE,4/6/16,3058,3,2,1,439,,,Moreland,-37.7363,144.9507,Northern Metropolitan,11204
Hawthorn,63 Liddiard St,4,h,2900K,Jellis,1/7/17,3122,4,1,3,636,156,1890,Boroondara,-37.81931,145.04107,Southern Metropolitan,11308
Glen Waverley,94 Herriotts Bvd,5,h,1320K,hockingstuart,9/9/17,3150,5,3,3,478,,,,-37.89891,145.15341,Eastern Metropolitan,15321
Flemington,80 Dover St,3,t,1017500,Jellis,19/08/2017,3031,3,2,2,459,153,2003,,-37.78273,144.92358,Northern Metropolitan,3593
Wantirna,33 Dunbarton Dr,4,h,908K,Ray,29/07/2017,3152,4,2,1,815,,,Knox,-37.84839,145.24191,Eastern Metropolitan,5424
Oak Park,8a Pines Gr,2,h,480K,Brad,30/07/2016,3046,2,1,2,0,,,Moreland,-37.7157,144.9165,Northern Metropolitan,2651
Preston,53 William St,3,h,917500,Nelson,8/4/17,3072,3,2,2,472,123,1965,Darebin,-37.7336,145.0022,Northern Metropolitan,14577
Balwyn North,11 Milfay Ct,3,h,1651K,Nelson,27/11/2016,3104,3,1,2,657,151,1960,Boroondara,-37.7895,145.0985,Southern Metropolitan,7809
South Yarra,10/14 Cromwell Rd,2,u,499K,hockingstuart,8/4/17,3141,2,1,1,0,,1970,Stonnington,-37.8452,145.0001,Southern Metropolitan,14887
Footscray,69 MacPherson St,2,h,757500,Sweeney,22/08/2016,3011,2,1,0,258,108,1900,Maribyrnong,-37.7959,144.8901,Western Metropolitan,7570
Carlton,24 Pitt St,2,h,957K,Woodards,30/07/2016,3053,2,1,1,122,,,Melbourne,-37.7957,144.9724,Northern Metropolitan,6786
Moonee Ponds,109 Waverley St,4,h,1515K,Nelson,8/4/17,3039,4,2,3,574,203,1910,Moonee Valley,-37.7644,144.9061,Western Metropolitan,6232
Williamstown,8 Pearson St,3,h,950K,Williams,3/6/17,3016,3,1,0,169,,,Hobsons Bay,-37.8561,144.90028,Western Metropolitan,6380
Bentleigh East,28B Barrington St,3,t,1225K,hockingstuart,20/05/2017,3165,3,2,2,372,180,2008,Glen Eira,-37.9127,145.0694,Southern Metropolitan,10969
Heidelberg West,15 Tarakan St,4,h,725K,Miles,29/04/2017,3081,4,1,2,585,,,Banyule,-37.7469,145.0448,Eastern Metropolitan,2674
Altona,3/20 Mulga St,3,u,577K,Williams,23/04/2016,3018,3,2,1,205,113,2007,Hobsons Bay,-37.8684,144.815,Western Metropolitan,5301
Rosanna,180 Grandview Gr,6,h,1245K,Nelson,16/04/2016,3084,3,3,4,911,,,Banyule,-37.7312,145.0635,Eastern Metropolitan,3540
Surrey Hills,3/700 Canterbury Rd,2,u,682K,Ham,6/5/17,3127,2,1,2,119,,,Whitehorse,-37.8271,145.1032,Southern Metropolitan,5457
Kew East,2/13 Westbrook St,2,u,862K,Jellis,1/7/17,3102,2,1,1,1011,72,1970,Boroondara,-37.7972,145.05225,Southern Metropolitan,2671
Richmond,4 Burgess St,3,h,1405K,Rendina,27/11/2016,3121,3,1,2,212,,,Yarra,-37.8302,144.9993,Northern Metropolitan,14949
Carrum Downs,5 Atkins Ct,3,h,500K,Ray,17/06/2017,3201,3,2,2,509,125,1993,Frankston,-38.09111,145.19084,South-Eastern Metropolitan,8060
Maribyrnong,705/60 Edgewater Bvd,2,u,566K,Raine,18/06/2016,3032,2,2,1,3014,80,2012,Maribyrnong,-37.7853,144.8944,Western Metropolitan,4918
Maribyrnong,19/9 Fabian Ct,2,t,408K,Nelson,18/06/2016,3032,2,1,1,85,84,1980,Maribyrnong,-37.7732,144.8927,Western Metropolitan,4918
Burwood,2 Octavia Ct,4,h,1485K,Woodards,27/11/2016,3125,4,2,2,662,,,Monash,-37.8601,145.1007,Southern Metropolitan,5678
Camberwell,2/1021 Toorak Rd,2,u,590K,Jellis,18/03/2017,3124,2,1,1,0,,,Boroondara,-37.847,145.0672,Southern Metropolitan,8920
Kew,2/147 Willsmere Rd,3,h,972500,Jellis,16/04/2016,3101,3,2,2,0,,1970,Boroondara,-37.7925,145.0389,Southern Metropolitan,10331
Collingwood,6/78 Oxford St,2,u,910K,Jellis,4/3/17,3066,2,1,1,0,97,1880,Yarra,-37.8035,144.985,Northern Metropolitan,4553
Altona,232 Blyth St,3,h,1225K,Barlow,12/8/17,3018,3,1,1,697,132,1970,Hobsons Bay,-37.87256,144.8078,Western Metropolitan,5301
Thornbury,55 Comas Gr,3,h,1200K,Nelson,17/09/2016,3071,3,2,2,430,,,Darebin,-37.752,144.9852,Northern Metropolitan,8870
Brighton East,4a Marriage Rd,4,h,1530K,RT,14/05/2016,3187,2,2,1,603,177,1920,Bayside,-37.9187,145.0071,Southern Metropolitan,6938
Hampton,7 Austin Rd,3,h,1050K,Hodges,15/10/2016,3188,3,2,2,357,120,1970,Bayside,-37.9449,145.0144,Southern Metropolitan,5454
Preston,5 Toolangi Gr,3,h,1045K,RW,29/07/2017,3072,3,1,2,520,,,Darebin,-37.75371,145.01964,Northern Metropolitan,14577
Surrey Hills,8 Charles St,4,h,1530K,Fletchers,8/10/16,3127,4,2,2,486,,1890,Whitehorse,-37.8258,145.1116,Southern Metropolitan,5457
Bentleigh East,96 Brady Rd,3,h,1050K,Buxton,7/5/16,3165,3,2,2,627,140,1950,Glen Eira,-37.9284,145.0668,Southern Metropolitan,10969
Mill Park,6 Parklea Ct,3,h,556500,LJ,3/6/17,3082,3,1,2,526,113.2,1985,Whittlesea,-37.67561,145.05641,Northern Metropolitan,10529
Prahran,19 Porter St,1,u,515K,Biggin,16/09/2017,3181,1,1,,284,,,,-37.85018,144.99006,Southern Metropolitan,7717
Brunswick East,1610/182 Edward St,2,u,675K,Nelson,4/3/17,3057,2,2,1,0,,,Moreland,-37.7753,144.9725,Northern Metropolitan,5533
Reservoir,5 Bluebell Pl,4,h,851K,hockingstuart,7/11/16,3073,4,2,2,581,244,2006,Darebin,-37.6926,144.9861,Northern Metropolitan,21650
Parkville,12/238 The Avenue,3,u,1360K,Jellis,3/12/16,3052,3,2,1,0,139,,Melbourne,-37.7818,144.9576,Northern Metropolitan,2309
Fitzroy,31 Bell St,4,h,1950K,Nelson,18/06/2016,3065,4,1,0,177,152,1890,Yarra,-37.7999,144.9759,Northern Metropolitan,5825
Prahran,395 High St,2,h,1310K,Marshall,18/03/2017,3181,2,1,1,162,,,Stonnington,-37.8528,145.0017,Southern Metropolitan,7717
Camberwell,2/23 Hazel St,2,u,820K,Jellis,25/02/2017,3124,2,1,1,166,,1969,Boroondara,-37.8439,145.0662,Southern Metropolitan,8920
Hawthorn East,45 Roseberry St,2,h,1335K,Fletchers,17/09/2016,3123,2,1,0,229,70,1900,Boroondara,-37.8265,145.0484,Southern Metropolitan,6482
Pascoe Vale,2 Longview St,3,h,690K,Brad,27/06/2016,3044,3,1,1,507,,,Moreland,-37.7253,144.9324,Northern Metropolitan,7485
Brooklyn,32 Millers Rd,3,t,663K,Jas,27/05/2017,3012,3,2,2,244,129,2010,Hobsons Bay,-37.82017,144.84904,Western Metropolitan,962
Clayton,6 Harlington St,3,h,1018K,C21,8/7/17,3168,3,1,2,615,,,Monash,-37.92063,145.11186,South-Eastern Metropolitan,5837
Airport West,1/37 Hillside Gr,3,h,600K,Maddison,4/3/17,3042,2,1,1,290,116,1980,Moonee Valley,-37.7273,144.8744,Western Metropolitan,3464
Carnegie,26 Railway Rd,4,h,1667K,Ray,20/05/2017,3163,4,2,2,615,193,1920,Glen Eira,-37.8928,145.0531,Southern Metropolitan,7822
Essendon,78 Market St,3,h,1400K,Nelson,8/4/17,3040,3,2,2,359,,,Moonee Valley,-37.7427,144.898,Western Metropolitan,9264
Flemington,10 Crown St,3,h,870K,Brad,8/10/16,3031,3,2,0,167,,,Moonee Valley,-37.7869,144.9228,Northern Metropolitan,3593
Dandenong North,60 First Av,3,h,682K,O'Brien,16/09/2017,3175,3,1,5,556,105,1987,,-37.95788,145.21389,South-Eastern Metropolitan,8322
Thornbury,29 Collins St,2,h,1211K,hockingstuart,25/02/2017,3071,2,1,0,302,97,1915,Darebin,-37.7549,145.0035,Northern Metropolitan,8870
Hughesdale,18 Paget St,2,h,1550K,Woodards,3/9/16,3166,2,1,1,732,97,1950,Monash,-37.8931,145.0791,Southern Metropolitan,3145
Elsternwick,3/14 Sinclair St,2,u,834500,Biggin,29/07/2017,3185,2,1,2,538,92,2005,Glen Eira,-37.88295,145.00083,Southern Metropolitan,4898
Camberwell,1/3 Crescent Rd,2,u,667K,Woodards,27/06/2016,3124,2,1,1,83,81,1960,Boroondara,-37.8355,145.0633,Southern Metropolitan,8920
Moonee Ponds,69 Aberfeldie St,4,h,1780K,Brad,4/3/17,3039,4,3,2,615,201,1920,Moonee Valley,-37.7617,144.9052,Western Metropolitan,6232
Gladstone Park,1/96 Carrick Dr,3,h,452500,Barry,12/8/17,3043,3,1,0,259,,1970,Hume,-37.6974,144.8916,Western Metropolitan,3285
Port Melbourne,4/200 Bay St,2,u,655K,Biggin,10/9/16,3207,2,2,1,0,83,2000,Melbourne,-37.8392,144.9421,Southern Metropolitan,8648
Moonee Ponds,9 Corio St,3,h,1670K,Brad,8/4/17,3039,3,2,2,803,166,1915,Moonee Valley,-37.7627,144.9047,Western Metropolitan,6232
Oakleigh,1231 North Rd,4,h,991K,Woodards,18/03/2017,3166,4,1,2,683,,,Monash,-37.9107,145.0975,Southern Metropolitan,3224
Balwyn,18 Fitzgerald St,4,h,3180K,Kay,10/12/16,3103,4,3,4,1148,,,Boroondara,-37.8088,145.0991,Southern Metropolitan,5682
Reservoir,3/14 Aberdeen St,2,u,452K,Nelson,13/08/2016,3073,2,1,1,0,,,Darebin,-37.703,145.0201,Northern Metropolitan,21650
Preston,8 Scotia St,3,h,1210K,Nelson,3/6/17,3072,3,2,2,515,126,1920,Darebin,-37.74794,144.99111,Northern Metropolitan,14577
Moonee Ponds,54b Salisbury St,3,t,842500,Jellis,18/06/2016,3039,3,2,1,216,156,1995,Moonee Valley,-37.7607,144.9314,Western Metropolitan,6232
Port Melbourne,102/159 Beach St,2,u,950K,hockingstuart,22/04/2017,3207,2,2,1,98,,2005,Port Phillip,-37.8392,144.9257,Southern Metropolitan,8648
Preston,27 Pender St,3,h,980K,Harrington,22/07/2017,3072,3,1,3,397,107,1925,Darebin,-37.73724,145.00984,Northern Metropolitan,14577
Keilor,15 Feathertop Dr,3,h,930K,Nelson,15/07/2017,3036,3,2,2,847,,,Brimbank,-37.72286,144.83252,Western Metropolitan,2339
Keilor East,5 Carey Ct,3,h,825K,Barry,27/05/2017,3033,3,1,0,534,,1965,Moonee Valley,-37.7444,144.86124,Western Metropolitan,5629
Fitzroy North,211 Scotchmer St,4,h,1620K,Nelson,26/08/2017,3068,4,1,1,241,200,,,-37.78346,144.98685,Northern Metropolitan,6244
Essendon West,25 Garnet St,5,h,1300K,Nelson,16/07/2016,3040,5,2,2,616,184,1950,Moonee Valley,-37.7497,144.8867,Western Metropolitan,588
Kingsbury,33 Clunes St,2,h,705500,ASL,30/07/2016,3083,2,1,1,770,,1950,Darebin,-37.7159,145.0389,Northern Metropolitan,1414
Heidelberg Heights,470 Waterdale Rd,3,h,631K,Barry,30/07/2016,3081,3,1,1,596,99,1960,Banyule,-37.7432,145.0479,Eastern Metropolitan,2947
Cremorne,34 Green St,2,h,1000K,Biggin,8/10/16,3121,2,1,0,146,,,Yarra,-37.8274,144.9947,Northern Metropolitan,1123
Camberwell,8/595 Burke Rd,2,t,795K,Ray,17/06/2017,3124,2,2,1,112,,,Boroondara,-37.84085,145.05415,Southern Metropolitan,8920
Essendon North,4/17 Bulla Rd,1,u,260K,Brad,10/9/16,3041,1,1,1,0,,,Moonee Valley,-37.7428,144.9086,Western Metropolitan,1308
Richmond,60 Somerset St,2,h,935K,Biggin,3/12/16,3121,2,1,1,67,,1998,Yarra,-37.8159,145.0033,Northern Metropolitan,14949
Doncaster,394 Manningham Rd,3,h,1202K,Barry,27/11/2016,3108,3,2,2,649,150,1965,Manningham,-37.7794,145.1224,Eastern Metropolitan,9028
Port Melbourne,342 Howe Pde,2,h,1332K,Greg,8/4/17,3207,2,1,2,288,,,Port Phillip,-37.8366,144.923,Southern Metropolitan,8648
Thornbury,269 Mansfield St,4,h,795K,Love,14/05/2016,3071,4,2,1,402,,,Darebin,-37.7584,145.0214,Northern Metropolitan,8870
Burnside Heights,31 Batman St,3,h,535K,Barry,1/7/17,3023,3,2,2,472,230,2005,Melton,-37.7331,144.76282,Western Metropolitan,1686
Elwood,7/8 John St,1,u,357K,Chisholm,7/5/16,3184,1,1,1,0,50,1965,Port Phillip,-37.8785,144.9885,Southern Metropolitan,8989
Gladstone Park,9 Banks Pl,3,h,742K,Barry,26/08/2017,3043,3,2,2,375,,1975,,-37.68415,144.8999,Western Metropolitan,3285
Preston,15 Albert St,3,h,961K,Nelson,19/08/2017,3072,3,1,2,529,144,1970,,-37.75049,145.02099,Northern Metropolitan,14577
Newport,7 Effingham Rd,3,h,1305K,Greg,10/12/16,3015,3,1,0,357,112,1900,Hobsons Bay,-37.8459,144.8877,Western Metropolitan,5498
Werribee,12 Bridge St,2,h,678K,YPA,29/07/2017,3030,2,1,1,487,,,Wyndham,-37.90379,144.66165,Western Metropolitan,16166
Wheelers Hill,7 Darvell Cl,4,h,1272K,Jellis,24/06/2017,3150,4,2,2,733,,,Monash,-37.91293,145.20079,South-Eastern Metropolitan,7392
Niddrie,21 Ryder St,3,h,810K,Barry,8/4/17,3042,3,2,1,297,139,1955,Moonee Valley,-37.738,144.8865,Western Metropolitan,2291
Newport,108 Mason St,4,t,820K,Sweeney,27/06/2016,3015,4,2,2,753,204,2006,Hobsons Bay,-37.8413,144.8741,Western Metropolitan,5498
South Yarra,16/384 Toorak Rd,2,u,550K,hockingstuart,14/05/2016,3141,2,1,1,0,,,Stonnington,-37.8406,145.0035,Southern Metropolitan,14887
Abbotsford,21/659 Victoria St,2,u,550K,hockingstuart,8/7/17,3067,2,1,1,1521,,,Yarra,-37.8114,145.01163,Northern Metropolitan,4019
Hawthorn,3/150 Barkers Rd,3,u,690K,Peter,3/6/17,3122,3,1,1,1396,95.88,1965,Boroondara,-37.81415,145.03082,Southern Metropolitan,11308
Spotswood,64 Craig St,2,h,802K,McGrath,8/7/17,3015,2,1,1,174,100.6,1900,Hobsons Bay,-37.83162,144.88742,Western Metropolitan,1223
Hughesdale,172 Poath Rd,4,h,1322K,Woodards,28/08/2016,3166,3,2,4,738,,,Monash,-37.8996,145.076,Southern Metropolitan,3145
Watsonia,1/34 Longmuir Rd,2,u,655K,Darren,15/07/2017,3087,2,1,1,298,98,1975,Banyule,-37.71098,145.08926,Northern Metropolitan,2329
Bentleigh East,26 Almurta Rd,3,h,1200K,hockingstuart,17/09/2016,3165,3,1,1,721,120,1970,Glen Eira,-37.9244,145.0665,Southern Metropolitan,10969
Maribyrnong,2/105 Raleigh Rd,2,t,479K,Rendina,14/05/2016,3032,2,2,1,0,,,Maribyrnong,-37.7691,144.8905,Western Metropolitan,4918
West Footscray,32 Richelieu St,5,h,1030K,Village,30/07/2016,3012,5,2,2,352,,,Maribyrnong,-37.7908,144.8711,Western Metropolitan,5058
Ivanhoe East,11 Warncliffe Rd,3,h,2150K,Miles,7/5/16,3079,3,2,2,1232,,,Banyule,-37.7767,145.0592,Eastern Metropolitan,1554
Ferntree Gully,4 Parklands Cl,3,h,797K,Schroeder,9/9/17,3156,3,2,1,626,145,1995,,-37.89555,145.27625,Eastern Metropolitan,10788
Springvale,5 Sullivan St,3,h,770K,Stockdale,24/06/2017,3171,3,1,1,606,,,Greater Dandenong,-37.93861,145.15351,South-Eastern Metropolitan,7412
Brunswick,73 Davies St,2,h,1056K,Nelson,10/9/16,3056,2,1,1,315,108,1910,Moreland,-37.757,144.9697,Northern Metropolitan,11918
Bulleen,19a Elizabeth St,3,u,851K,Jellis,3/9/16,3105,3,1,2,385,140,2000,Manningham,-37.7599,145.0849,Eastern Metropolitan,4480
West Melbourne,53 Miller St,2,h,1053K,Purplebricks,22/04/2017,3003,2,1,0,147,,1880,Melbourne,-37.8059,144.9459,Northern Metropolitan,2230
Brighton,679 Hampton St,3,h,1385K,Buxton,17/09/2016,3186,3,1,2,426,120,1935,Bayside,-37.9254,145.0045,Southern Metropolitan,10579
Preston,67 Regent St,3,h,875K,Nelson,28/08/2016,3072,3,2,1,650,119,1950,Darebin,-37.7302,144.998,Northern Metropolitan,14577
Reservoir,9 Marchant Av,4,h,1190K,Nelson,23/09/2017,3073,4,2,3,650,,,,-37.71556,145.01129,Northern Metropolitan,21650
Balwyn North,3/191 Balwyn Rd,3,t,1238K,Fletchers,27/11/2016,3104,3,2,2,186,,2010,Boroondara,-37.8028,145.0828,Southern Metropolitan,7809
Port Melbourne,178 Princes St,3,h,2730K,Chisholm,29/07/2017,3207,3,1,1,324,,,Port Phillip,-37.83789,144.93834,Southern Metropolitan,8648
Brunswick West,7 Morrow St,3,h,910K,Brad,22/08/2016,3055,3,1,2,717,141,1950,Moreland,-37.7525,144.9321,Northern Metropolitan,7082
Ascot Vale,6 Waller Ct,3,h,786K,Brad,26/07/2016,3032,3,2,1,576,120,1940,Moonee Valley,-37.7816,144.9217,Western Metropolitan,6567
Kew,4/206 Cotham Rd,3,u,1100K,Jellis,27/11/2016,3101,3,1,1,0,115,1935,Boroondara,-37.8087,145.0452,Southern Metropolitan,10331
Thornbury,140 Dundas St,2,h,915K,Love,22/04/2017,3071,2,1,1,502,,,Darebin,-37.7541,145.016,Northern Metropolitan,8870
Fairfield,151 Perry St,4,h,1280K,Jellis,19/08/2017,3078,4,2,2,485,133,1920,,-37.77044,145.02465,Northern Metropolitan,2970
Fawkner,66 Queens Pde,4,h,821K,Brad,3/6/17,3060,4,1,1,687,,,Moreland,-37.71881,144.96527,Northern Metropolitan,5070
Cheltenham,19 Shipston Rd,3,h,1240K,O'Brien,3/6/17,3192,3,1,4,605,130,1960,Kingston,-37.97161,145.07036,Southern Metropolitan,9758
Surrey Hills,18/20 Florence Rd,3,u,736K,Barry,7/5/16,3127,3,1,2,195,,,Whitehorse,-37.8287,145.1022,Southern Metropolitan,5457
Footscray,1a Leander St,2,h,716K,Ray,30/07/2016,3011,2,1,2,274,275,2000,Maribyrnong,-37.7939,144.8846,Western Metropolitan,7570
Sydenham,7 Argyll St,4,h,740K,Purplebricks,22/07/2017,3037,4,2,2,1017,156,2000,Brimbank,-37.69106,144.75854,Western Metropolitan,3640
Fairfield,4/224 Arthur St,2,t,805K,McGrath,24/09/2016,3078,2,1,1,140,2,2008,Darebin,-37.7697,145.0203,Northern Metropolitan,2970
Essendon,50 Buckley St,3,h,1700K,Weda,6/5/17,3040,3,2,1,763,,,Moonee Valley,-37.7573,144.9221,Western Metropolitan,9264
Gladstone Park,8 Conifer Cl,3,h,660K,Barry,9/9/17,3043,3,1,3,467,,,,-37.69271,144.891,Western Metropolitan,3285
Thornbury,1/13 Mansfield St,2,u,525500,Nelson,11/2/17,3071,2,1,1,724,72,1975,Darebin,-37.7564,145.0026,Northern Metropolitan,8870
Eltham North,99 Weidlich Rd,4,h,925K,Barry,27/05/2017,3095,4,2,2,796,,,Banyule,-37.69771,145.1349,Eastern Metropolitan,2346
Keilor Downs,17 Goodwood Dr,3,h,683K,Barry,26/08/2017,3038,3,2,2,664,,,,-37.72474,144.79545,Western Metropolitan,3656
Airport West,34 Moorna Dr,4,h,978K,Nelson,24/09/2016,3042,4,3,2,532,,,Moonee Valley,-37.7263,144.869,Western Metropolitan,3464
Werribee,1 Scott St,4,h,621K,hockingstuart,9/9/17,3030,4,2,2,556,177,2001,,-37.89463,144.66857,Western Metropolitan,16166
Balwyn North,43 Sweyn St,3,h,1265K,hockingstuart,3/12/16,3104,3,2,1,347,160,2011,Boroondara,-37.7947,145.1035,Southern Metropolitan,7809
Airport West,6/6 Etzel St,2,u,454K,Nelson,22/07/2017,3042,2,1,1,182,,1985,Moonee Valley,-37.72158,144.8801,Western Metropolitan,3464
Frankston South,14 Poinciana St,3,h,755K,hockingstuart,1/7/17,3199,3,1,2,786,174,1960,Frankston,-38.16492,145.12656,South-Eastern Metropolitan,7566
Beaumaris,14 Cavell Ct,5,h,1780K,hockingstuart,12/8/17,3193,5,3,2,613,,,Bayside,-37.97732,145.04388,Southern Metropolitan,5366
Canterbury,3/13 Wattle Valley Rd,2,u,830K,Century,4/6/16,3126,2,1,1,110,83,1960,Boroondara,-37.8264,145.0824,Southern Metropolitan,3265
Sunshine North,5 Charles St,4,h,705K,Douglas,25/02/2017,3020,4,2,1,570,,,Brimbank,-37.7749,144.8329,Western Metropolitan,4217
Reservoir,5 Birdwood St,3,h,1120K,Nelson,18/03/2017,3073,3,1,2,744,,,Darebin,-37.7285,144.9961,Northern Metropolitan,21650
Avondale Heights,10 Intervale Dr,4,h,790K,Barry,27/11/2016,3034,4,2,2,570,,,Moonee Valley,-37.7513,144.859,Western Metropolitan,4502
Richmond,45 Westbank Tce,2,h,1045K,Jellis,18/06/2016,3121,2,1,1,138,81,1890,Yarra,-37.8218,145.0132,Northern Metropolitan,14949
Brighton,112 Asling St,4,h,2000K,Marshall,25/02/2017,3186,4,2,2,471,,,Bayside,-37.8956,145.0037,Southern Metropolitan,10579
Newport,8 Brown St,4,h,1210K,Sweeney,16/09/2017,3015,4,1,0,325,160,1983,,-37.84373,144.88604,Western Metropolitan,5498
Caulfield North,452 Dandenong Rd,3,h,1750K,Marshall,3/9/16,3161,3,2,2,692,313,1955,Glen Eira,-37.8629,145.019,Southern Metropolitan,6923
Flemington,23 Waltham St,4,h,1290K,hockingstuart,3/6/17,3031,4,2,0,202,,,Moonee Valley,-37.78358,144.92927,Northern Metropolitan,3593
Noble Park,46 Jacana St,4,h,650K,C21,15/07/2017,3174,4,1,2,660,,,Greater Dandenong,-37.97918,145.18825,South-Eastern Metropolitan,11806
Northcote,10 Balgonie Pl,2,h,1001K,Nelson,17/06/2017,3070,2,1,0,166,,,Darebin,-37.7702,144.99987,Northern Metropolitan,11364
Albion,3 Clairmont St,3,h,787K,hockingstuart,3/6/17,3020,3,1,3,716,111,1955,Brimbank,-37.77917,144.81407,Western Metropolitan,2185
Northcote,36 Tanner Gr,3,h,926K,hockingstuart,14/05/2016,3070,3,1,2,380,,,Darebin,-37.7709,145.0105,Northern Metropolitan,11364
Eaglemont,13 Warne St,4,h,2012K,Nelson,27/11/2016,3084,4,3,2,597,245,1940,Banyule,-37.765,145.0646,Eastern Metropolitan,1651
Fitzroy,502/416 Gore St,2,u,790K,Nelson,8/7/17,3065,2,1,2,6367,75,1930,Yarra,-37.7967,144.98363,Northern Metropolitan,5825
Altona North,23 Rymill Ct,3,h,910K,hockingstuart,29/04/2017,3025,3,1,3,535,132,1970,Hobsons Bay,-37.8322,144.8399,Western Metropolitan,5132
Melton West,7 Haywood Gr,4,h,600K,hockingstuart,12/8/17,3337,4,2,2,935,210,2005,Melton,-37.68503,144.54237,Northern Victoria,6065
Doreen,33 Starboard Dr,3,h,530500,Buckingham,1/7/17,3754,3,2,2,400,179,2012,Whittlesea,-37.61042,145.11932,Northern Victoria,7254
Carlton North,454 Canning St,3,h,1717500,Nelson,24/06/2017,3054,3,1,0,202,,,Yarra,-37.78621,144.97512,Northern Metropolitan,3106
Lalor,168 Darebin Dr,3,h,544K,Langwell,29/07/2017,3075,3,1,2,534,129,1960,Whittlesea,-37.67024,145.03644,Northern Metropolitan,8279
Malvern,22 Milton Pde,3,h,2415K,Jellis,15/10/2016,3144,3,1,3,696,128,1910,Stonnington,-37.8462,145.0386,Southern Metropolitan,4675
Seddon,19 Station Rd,2,h,940K,Jellis,27/05/2017,3011,2,1,0,207,94,1910,Maribyrnong,-37.8071,144.88912,Western Metropolitan,2417
Albert Park,29 Faussett St,2,h,2120K,Greg,10/9/16,3206,2,1,1,199,107,1900,Port Phillip,-37.8422,144.9554,Southern Metropolitan,3280
Newport,74 Oxford St,4,h,1650K,Greg,22/04/2017,3015,4,1,4,837,173,1930,Hobsons Bay,-37.837,144.8772,Western Metropolitan,5498
Mill Park,117 Telopea Cr,5,h,955K,HAR,29/07/2017,3082,5,2,5,698,,1995,Whittlesea,-37.66683,145.07751,Northern Metropolitan,10529
Jacana,3 Fidge Ct,3,h,600K,Woodards,22/05/2016,3047,3,1,2,647,173,1960,Hume,-37.6904,144.9121,Northern Metropolitan,851
Wantirna South,3 Jonathon Ct,5,h,1400K,Barry,23/09/2017,3152,5,2,2,796,,,,-37.87079,145.22988,Eastern Metropolitan,7082
Sunshine,2 Islington St,4,h,970K,Douglas,22/04/2017,3020,4,1,4,615,,,Brimbank,-37.785,144.8383,Western Metropolitan,3755
Albert Park,34 Richardson St,3,h,1801K,hockingstuart,25/02/2017,3206,3,1,1,202,,,Port Phillip,-37.8429,144.9493,Southern Metropolitan,3280
Richmond,20 Lincoln St,4,h,1212500,Kay,30/07/2016,3121,4,3,2,108,108,2010,Yarra,-37.8129,145.0013,Northern Metropolitan,14949
Keilor,3 Gerona St,3,h,895K,O'Brien,27/05/2017,3036,3,1,1,589,157,1965,Brimbank,-37.7143,144.8315,Western Metropolitan,2339
